201413503	80
201515458	62
201517879	53
201411782	58
201411788	68
201416912	43
201317993	18
201423076	105
201411845	55
201413667	61
201422967	98
201411949	55
201423192	80
201425625	89
201124712	54
201413736	67
201412005	81
201423249	75
201511583	82
201413747	35
201412016	62
201326126	73
201412067	58
201423308	110
201213179	90
201423341	35
201422209	106
201423415	51
201413875	54
201413895	95
201412214	90
201423487	115
201423518	77
201413963	115
201423585	74
201513083	39
201417374	86
201124911	66
201423638	105
201015205	0
201425078	67
201412429	16
201423689	58
201425757	72
201423706	67
201423716	31
201423764	59
201423767	90
201425104	66
201328566	108
201422342	81
201414222	94
201423825	68
201328315	100
201412648	70
201423934	90
201412691	62
201423960	82
201424014	54
201515899	95
201412759	53
201426259	72
201412800	0
201415922	102
201414480	46
201424172	85
201425533	52
201424206	84
201214668	62
201424823	59
201424236	72
201424241	67
201424271	78
201316768	102
201414677	51
201416080	90
201515637	93
201316807	93
201425228	82
201424336	59
201424357	78
201512437	82
201426547	90
201424405	86
201327641	80
201416150	95
201514765	107
201327720	110
201413245	72
201424514	48
201424520	76
201227118	71
201413297	87
201315822	95
201424569	62
201416245	41
201416251	65
201422652	64
201415005	48
201425297	98
	
